id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1462922230510329858,1462922230510329858,2021-11-22 18:13:34 EST,2021-11-22,18:13:34,-0500,2859022449,rdunhamdpic,Robert Dunham,,"The Groveland Four—the Black men accused in a 1949 rape—get case dismissed. 1 was lynched, 2 were wrongly sentenced to death (1 then was murdered by the sheriff), and a teenager was sentenced to life.  https://t.co/Loug6xVOud @NBCNews @erikjhortiz @DPInfoCtr #Florida #deathpenalty",en,"[{'screen_name': 'nbcnews', 'name': 'nbc news', 'id': '14173315'}, {'screen_name': 'erikjhortiz', 'name': 'erik ortiz', 'id': '391409009'}, {'screen_name': 'dpinfoctr', 'name': 'deathpenaltyinfoctr', 'id': '19679189'}]",['https://www.nbcnews.com/news/us-news/groveland-four-black-men-accused-1949-rape-get-case-dismissed-rcna6016'],[],0,0,2,"['florida', 'deathpenalty']",[],https://twitter.com/RDunhamDPIC/status/1462922230510329858,False,,0,,,,,,,,[],,,,
1462920762856140800,1462920762856140800,2021-11-22 18:07:44 EST,2021-11-22,18:07:44,-0500,4115865494,flyoverproject,Flyover Project,,".@kurteichenwald, have you been a witness to #Oklahoma pumping Draino in to a condemned person's arm? #deathpenalty Have you seen anyone put to death in Huntsville?",en,"[{'screen_name': 'kurteichenwald', 'name': 'kurt eichenwald', 'id': '215207998'}]",[],[],1,0,0,"['oklahoma', 'deathpenalty']",[],https://twitter.com/FlyoverProject/status/1462920762856140800,False,,0,,,,,,,,[],,,,
1462910263561277442,1462910263561277442,2021-11-22 17:26:01 EST,2021-11-22,17:26:01,-0500,53237132,raulbrando,Raul Brando Ramotar,,The leftist admiration is glaringly displayed by Biden with his reckless response to the tragedy in #Waukesha! He was quick to label #Rittenhouse and now requires facts to prove this lowlife is a terrorist!Ignorance!! #DeathPenalty #Terrorism #WaukeshaMassacre @POTUS #condolences,en,"[{'screen_name': 'potus', 'name': 'president biden', 'id': '1349149096909668363'}]",[],[],1,0,0,"['waukesha', 'rittenhouse', 'deathpenalty', 'terrorism', 'waukeshamassacre', 'condolences']",[],https://twitter.com/RaulBrando/status/1462910263561277442,False,https://twitter.com/realdailywire/status/1462871017420849153,0,,,,,,,,[],,,,
1462889651891412993,1462889651891412993,2021-11-22 16:04:06 EST,2021-11-22,16:04:06,-0500,462464578,theallinoneteam,The All in One Team,,"Only for those that have committed crimes against Humanity! That would include but not limited to: All Politicians , Pharmaceutical CEO's CFO's, Medical Profession, Big Tech as a start! #deathpenalty  https://t.co/NokGqYRQ4r",en,[],[],[],0,2,6,['deathpenalty'],[],https://twitter.com/theallinoneteam/status/1462889651891412993,False,https://twitter.com/WonPeople/status/1462533006464372739,1,https://pbs.twimg.com/ext_tw_video_thumb/1462889570828099591/pu/img/vQ61jNkG8_Bo6pxv.jpg,,,,,,,[],,,,
1462889098734194698,1462852092524126212,2021-11-22 16:01:54 EST,2021-11-22,16:01:54,-0500,804417080879509504,dennisdds8,NYCcrumbling,,@MrAndyNgo On a side note his song half a tikket is pretty catchy…too bad he needs to be put down 🤷‍♂️ #deathpenalty,en,[],[],[],0,0,0,['deathpenalty'],[],https://twitter.com/DennisDDS8/status/1462889098734194698,False,,0,,,,,,,,"[{'screen_name': 'MrAndyNgo', 'name': 'Andy Ngô 🏳️\u200d🌈', 'id': '2835451658'}]",,,,
1462876810539155460,1462876810539155460,2021-11-22 15:13:05 EST,2021-11-22,15:13:05,-0500,953759424950210560,andyjabbour,andy 🇺🇸,,"#EndTheDeathPenalty ‘If #Christians…agreed to stop executing people, it would end the #DeathPenalty overnight. Ninety percent of executions happen in the Bible belt, which could be called the death belt in America.’-@ShaneClaiborne in @RNS  https://t.co/hKCrHvpMhc #JuliusJones",en,"[{'screen_name': 'shaneclaiborne', 'name': 'shane claiborne', 'id': '140543843'}, {'screen_name': 'rns', 'name': 'religion news service', 'id': '27741349'}]",['https://religionnews.com/2021/11/19/julius-jones-was-spared-by-a-governor-who-prayed-lets-all-now-pray-to-end-the-death-penalty/'],[],0,0,0,"['endthedeathpenalty', 'christians', 'deathpenalty', 'juliusjones']",[],https://twitter.com/andyjabbour/status/1462876810539155460,False,,0,,,,,,,,[],,,,
1462873880406679555,1462873829445885960,2021-11-22 15:01:26 EST,2021-11-22,15:01:26,-0500,104998022,madpmo,Missourians for Alternatives to the Death Penalty,,It is past time that prosecutors in #Missouri align with the growing number of prosecutors in the country who know that the #DeathPenalty is a wasteful and flawed system. 11/,en,[],[],[],0,3,3,"['missouri', 'deathpenalty']",[],https://twitter.com/MADPMO/status/1462873880406679555,False,,0,,,,,,,,[],,,,
1462873829445885960,1462873829445885960,2021-11-22 15:01:14 EST,2021-11-22,15:01:14,-0500,104998022,madpmo,Missourians for Alternatives to the Death Penalty,,"#Missouri #prosecutors are falling in line with the growing trend across the nation: Prosecutors are waiving #DeathPenalty tickets to save time and money, and assure murder victims’ family members are not waiting decades for an outcome in these cases. 1/  https://t.co/FyppR5mdL9",en,[],['https://www.madpmo.org/post/growing-trend-missouri-prosecutors-waive-death-penalty-tickets'],[],1,6,3,"['missouri', 'prosecutors', 'deathpenalty']",[],https://twitter.com/MADPMO/status/1462873829445885960,False,,0,,,,,,,,[],,,,
1462846224248225792,1462845741152546819,2021-11-22 13:11:32 EST,2021-11-22,13:11:32,-0500,804067588057792514,realmoonpup,moonpup,,"and when the whole world saw you do what you did, there ain't no waiting on death row, you go straight to the front of the line #deathpenalty",en,[],[],[],0,0,0,['deathpenalty'],[],https://twitter.com/realmoonpup/status/1462846224248225792,False,,0,,,,,,,,[],,,,
1462839682950127619,1462839682950127619,2021-11-22 12:45:33 EST,2021-11-22,12:45:33,-0500,1381636511767130113,bootsiemcboo,Bootsie Mcboo,,"Brooks was a BLM supporter and had anti-Trump lyrics in his rap songs. In other words, Darrell Brooks is a black supremacist. Brooks is what the electric ⚡ chair was made for.  Are the Left going to justify his actions? #DarrellBrooks #DeathPenalty",en,[],[],[],0,0,0,"['darrellbrooks', 'deathpenalty']",[],https://twitter.com/BootsieMcboo/status/1462839682950127619,False,https://twitter.com/beyouonlybetter/status/1462746242757410818,0,,,,,,,,[],,,,
